Attrition_Flag,Customer_Age,Gender,Dependent_count,Education_Level,Income_Category,Card_Category,Months_on_book,Total_Relationship_Count,Months_Inactive_12_mon,Contacts_Count_12_mon,Credit_Limit,Total_Revolving_Bal,Avg_Open_To_Buy,Total_Amt_Chng_Q4_Q1,Total_Trans_Amt,Total_Trans_Ct,Total_Ct_Chng_Q4_Q1,Avg_Utilization_Ratio,Divorced,Married,Single
0,54,1,2,1.0,4.0,0,42,3,2,3,5256.0,889,4367.0,0.559,5078,91,0.685,0.169,0.0,1.0,0.0
0,41,1,3,1.0,1.0,0,33,4,2,1,4470.0,680,3790.0,1.608,931,18,1.571,0.152,0.0,1.0,0.0
0,31,0,1,2.0,1.3414549251653325,0,27,4,6,3,3647.0,1480,2167.0,0.76,2271,60,0.364,0.406,1.0,0.0,0.0
0,48,0,2,3.0,0.0,0,38,2,1,2,8881.0,1901,6980.0,0.808,15530,110,0.692,0.214,0.0,0.0,1.0
0,43,1,3,3.0,2.0,0,33,4,2,3,6854.0,0,6854.0,0.703,4578,72,0.756,0.0,0.0,0.0,1.0
0,40,0,3,5.0,1.3414549251653325,0,27,1,1,2,2896.0,2100,796.0,0.728,4614,83,0.694,0.725,0.0,0.0,1.0
0,40,1,1,0.0,3.0,0,36,6,3,2,1770.0,584,1186.0,0.706,4442,83,0.844,0.33,0.0,1.0,0.0
0,37,1,2,3.0,3.0,0,27,4,2,1,12702.0,2008,10694.0,0.51,1992,40,0.667,0.158,0.0,1.0,0.0
0,31,0,1,1.0,0.0,0,22,5,1,5,6662.0,0,6662.0,0.934,3264,83,0.766,0.0,0.0,0.0,1.0
0,46,1,2,0.0,2.0,0,35,1,1,1,5131.0,1484,3647.0,0.75,7432,92,0.559,0.289,0.0,0.0,1.0
0,52,1,2,2.0,3.0,0,41,4,2,3,16207.0,922,15285.0,0.635,3621,83,0.886,0.057,0.0,1.0,0.0
0,38,0,2,3.0,0.0,0,36,6,3,4,2717.0,1591,1126.0,1.596,2064,33,1.062,0.586,0.0,1.0,0.0
0,47,0,3,2.0838129496402877,1.3414549251653325,0,42,3,2,2,5884.0,1382,4502.0,0.91,4477,82,0.745,0.235,0.0,0.0,1.0
0,37,0,2,3.0,0.0,0,30,5,2,2,2077.0,1392,685.0,1.553,1629,36,1.25,0.67,0.0,1.0,0.0
0,44,1,3,3.0,4.0,0,31,2,2,3,3977.0,1325,2652.0,0.769,4076,62,0.632,0.333,0.0,1.0,0.0
0,56,0,2,3.0,1.3414549251653325,0,45,5,1,3,5264.0,0,5264.0,0.852,4943,70,0.795,0.0,0.0,0.0,0.0
0,48,0,1,3.0,1.0,0,38,4,1,2,3503.0,1572,1931.0,0.866,4671,93,0.632,0.449,1.0,0.0,0.0
0,45,1,3,4.0,2.0,0,37,6,3,3,2751.0,2432,319.0,0.905,4453,75,0.923,0.884,1.0,0.0,0.0
0,52,1,1,3.0,3.0,0,43,6,1,1,2689.0,2077,612.0,0.378,1356,33,0.435,0.772,0.0,1.0,0.0
0,46,0,4,2.0838129496402877,1.0,1,35,6,3,2,16985.0,968,16017.0,0.455,2961,56,0.647,0.057,0.0,0.0,1.0
0,40,1,2,3.0,2.0,0,36,5,2,4,8624.0,0,8624.0,0.574,2428,53,0.893,0.0,1.0,0.0,0.0
0,52,0,2,3.0,0.0,0,40,2,1,3,2743.0,1705,1038.0,0.605,6993,97,0.54,0.622,0.0,0.0,0.0
0,44,1,4,0.0,3.0,1,25,3,1,1,34516.0,1984,32532.0,0.734,14335,116,0.758,0.057,0.0,1.0,0.0
0,54,0,0,2.0,1.0,0,46,6,2,3,2254.0,533,1721.0,1.043,4913,84,0.909,0.236,0.0,1.0,0.0
0,53,0,0,3.0,0.0,0,34,5,2,1,1944.0,1140,804.0,0.582,4921,82,0.907,0.586,0.0,0.0,1.0
0,60,0,0,5.0,0.0,0,42,5,3,3,2758.0,1429,1329.0,0.718,5124,74,0.644,0.518,0.0,0.0,1.0
0,36,1,3,0.0,3.0,0,25,6,3,3,21434.0,1345,20089.0,0.603,2143,46,0.586,0.063,0.0,1.0,0.0
0,43,0,4,3.0,0.0,0,30,3,2,1,2397.0,2151,246.0,0.839,4140,68,0.744,0.897,0.0,0.0,0.0
0,49,1,1,1.0,3.0,1,37,4,3,2,34516.0,2386,32130.0,0.698,3924,65,0.512,0.069,0.0,1.0,0.0
0,52,0,3,0.0,0.0,0,36,3,1,2,1986.0,1411,575.0,0.799,7249,86,0.509,0.71,1.0,0.0,0.0
0,26,1,0,3.0,0.0,0,36,5,2,4,9916.0,0,9916.0,0.793,3477,65,0.667,0.0,0.0,1.0,0.0
0,53,0,3,3.0,1.0,0,44,3,3,4,2636.0,2357,279.0,0.654,1333,34,0.545,0.894,0.0,1.0,0.0
0,36,0,2,0.0,1.3414549251653325,0,31,5,3,1,3002.0,1002,2000.0,1.033,2624,46,1.0,0.334,0.0,1.0,0.0
0,46,1,3,1.0,1.0,0,42,3,2,1,8285.0,1359,6926.0,0.634,7205,84,0.826,0.164,0.0,0.0,1.0
0,41,0,3,3.0,1.0,0,28,1,1,3,9294.0,1764,7530.0,1.026,4531,73,0.738,0.19,1.0,0.0,0.0
0,35,0,3,3.0,0.0,0,23,6,3,1,2211.0,1370,841.0,0.781,4359,79,0.927,0.62,0.0,0.0,1.0
0,41,1,1,3.0,3.0,0,31,5,3,4,10239.0,2224,8015.0,0.545,2149,40,1.105,0.217,0.0,1.0,0.0
0,26,1,0,3.0,0.0,0,15,6,3,3,2740.0,2069,671.0,0.418,1997,44,0.419,0.755,0.0,0.0,1.0
0,49,1,1,1.0,2.0,0,40,6,2,2,3170.0,1428,1742.0,0.876,4097,72,0.565,0.45,0.0,0.0,1.0
0,53,1,3,3.0,1.0,0,43,6,4,2,7451.0,683,6768.0,0.924,2165,49,0.96,0.092,0.0,1.0,0.0
0,44,1,4,0.0,1.0,0,33,4,3,3,1714.0,0,1714.0,0.849,4180,71,0.919,0.0,0.0,0.0,1.0
0,46,0,4,3.0,0.0,0,36,5,3,1,9478.0,820,8658.0,0.64,1327,41,0.864,0.087,1.0,0.0,0.0
0,50,1,2,1.0,4.0,0,40,1,2,3,24670.0,1623,23047.0,0.791,7772,76,0.652,0.066,0.0,0.0,0.0
0,56,0,5,5.0,0.0,0,49,3,3,2,4132.0,1559,2573.0,0.827,14781,108,0.688,0.377,0.0,0.0,1.0
0,47,0,4,0.0,1.0,0,36,3,1,3,14241.0,2081,12160.0,0.909,1581,44,0.833,0.146,0.0,1.0,0.0
0,41,1,2,2.0838129496402877,3.0,0,28,1,2,3,13679.0,2267,11412.0,1.232,15180,103,0.689,0.166,0.0,0.0,1.0
0,52,1,1,0.0,1.0,0,36,2,2,3,2937.0,1633,1304.0,0.857,8235,102,0.522,0.556,0.0,1.0,0.0
0,51,1,2,2.0838129496402877,4.0,0,36,5,3,2,28600.0,0,28600.0,0.506,4336,66,0.61,0.0,0.0,1.0,0.0
0,43,0,2,2.0838129496402877,0.0,0,30,1,3,2,2248.0,1853,395.0,0.666,7739,101,0.906,0.824,0.0,1.0,0.0
0,42,1,3,4.0,3.0,0,37,1,1,3,32106.0,0,32106.0,0.678,4452,83,0.729,0.0,0.0,0.0,0.0
0,40,1,5,1.0,2.0,0,33,3,1,2,4155.0,1315,2840.0,0.767,15851,128,0.855,0.316,0.0,1.0,0.0
0,57,1,1,3.0,3.0,0,39,3,1,1,1438.3,641,797.3,0.66,5140,82,0.519,0.446,0.0,0.0,0.0
0,28,1,1,1.0,0.0,0,14,4,3,1,2897.0,1398,1499.0,0.907,2698,73,0.872,0.483,0.0,0.0,1.0
0,50,0,3,1.0,1.3414549251653325,0,38,4,2,1,2808.0,1720,1088.0,0.836,5137,81,0.723,0.613,0.0,1.0,0.0
0,42,1,4,0.0,2.0,0,36,5,3,3,2966.0,2371,595.0,0.969,4416,83,0.844,0.799,0.0,1.0,0.0
0,65,1,1,3.0,0.0,0,56,5,3,2,7636.0,0,7636.0,0.801,3880,67,0.811,0.0,0.0,0.0,1.0
0,42,1,2,5.0,3.0,0,36,6,1,2,4728.0,1386,3342.0,0.756,4077,70,0.628,0.293,0.0,0.0,0.0
0,53,1,1,3.0,3.0,0,36,5,2,2,11329.0,1180,10149.0,0.648,1213,33,0.571,0.104,0.0,1.0,0.0
0,40,1,3,4.0,4.0,0,26,1,2,1,34516.0,2088,32428.0,0.627,6453,89,0.589,0.06,0.0,0.0,1.0
0,53,1,3,2.0838129496402877,3.0,0,40,2,2,3,16747.0,0,16747.0,0.801,4350,76,0.767,0.0,0.0,1.0,0.0
0,55,0,2,2.0,0.0,0,43,5,2,1,2239.0,1340,899.0,0.658,4540,73,0.587,0.598,1.0,0.0,0.0
0,45,1,3,2.0,1.0,0,37,1,3,2,2449.0,0,2449.0,0.706,5497,88,0.63,0.0,1.0,0.0,0.0
0,33,0,2,3.0,0.0,0,17,4,3,4,2431.0,1846,585.0,0.612,4327,74,0.644,0.759,0.0,0.0,1.0
0,47,0,3,3.0,1.0,1,29,1,2,2,15472.0,865,14607.0,0.756,14132,103,0.746,0.056,0.0,1.0,0.0
0,39,1,2,4.0,2.0,0,36,6,3,2,5471.0,2056,3415.0,0.465,1992,46,0.704,0.376,0.0,1.0,0.0
0,40,0,2,3.0,0.0,0,28,3,1,2,2421.0,1747,674.0,0.691,1346,30,1.308,0.722,0.0,1.0,0.0
0,50,1,2,1.0,2.0,0,41,6,2,2,3244.0,1762,1482.0,0.661,1274,32,1.0,0.543,0.0,0.0,0.0
0,49,1,4,0.0,2.0,0,36,1,2,2,6139.0,1585,4554.0,0.713,7906,80,0.633,0.258,0.0,1.0,0.0
0,51,1,1,2.0838129496402877,3.0,0,41,6,2,2,18749.0,1314,17435.0,0.711,1381,33,0.435,0.07,0.0,0.0,1.0
0,59,0,0,2.0838129496402877,0.0,0,40,5,2,2,1845.0,1076,769.0,1.016,4319,76,0.551,0.583,0.0,0.0,1.0
0,52,0,1,0.0,0.0,0,42,5,3,3,3103.0,2517,586.0,0.881,4641,80,1.0,0.811,0.0,1.0,0.0
0,50,0,0,1.0,1.0,0,39,5,3,2,8264.0,2057,6207.0,0.821,4240,73,0.587,0.249,0.0,0.0,1.0
0,46,0,4,0.0,0.0,0,36,4,2,2,6370.0,0,6370.0,0.855,1783,40,0.667,0.0,0.0,1.0,0.0
0,38,0,2,3.0,1.3414549251653325,0,30,4,1,4,19595.0,610,18985.0,0.582,4079,65,0.585,0.031,0.0,0.0,1.0
0,45,0,5,0.0,0.0,0,36,1,2,3,2699.0,1583,1116.0,0.648,4071,75,0.829,0.587,0.0,0.0,0.0
0,55,0,0,0.0,0.0,0,51,4,3,1,2041.0,1885,156.0,0.587,2118,48,0.778,0.924,0.0,1.0,0.0
0,45,1,4,1.0,3.0,0,34,4,3,3,23539.0,1261,22278.0,0.484,1485,38,0.462,0.054,0.0,0.0,0.0
0,37,0,2,2.0,0.0,0,26,1,1,2,1438.3,0,1438.3,0.587,3948,84,0.68,0.0,0.0,0.0,1.0
0,34,1,1,0.0,2.0,0,18,3,2,2,10488.0,1636,8852.0,0.681,14719,116,0.681,0.156,0.0,1.0,0.0
0,50,1,4,1.0,3.0,0,41,6,3,3,23209.0,1308,21901.0,0.498,3530,71,0.578,0.056,0.0,1.0,0.0
0,55,0,2,2.0838129496402877,1.3414549251653325,0,50,6,1,4,11341.0,0,11341.0,0.412,1731,46,0.586,0.0,0.0,1.0,0.0
0,44,0,4,4.0,0.0,0,26,4,1,3,2295.0,1250,1045.0,0.912,3834,69,0.643,0.545,1.0,0.0,0.0
0,58,0,0,2.0838129496402877,0.0,0,36,3,3,3,3832.0,1439,2393.0,0.851,4741,88,0.76,0.376,0.0,1.0,0.0
0,37,0,2,0.0,0.0,0,28,5,2,4,6660.0,1362,5298.0,1.36,2660,51,0.759,0.205,0.0,1.0,0.0
0,53,0,3,3.0,0.0,0,47,4,1,2,1562.0,751,811.0,0.925,4574,81,0.976,0.481,0.0,1.0,0.0
0,40,1,3,2.0838129496402877,2.0,0,27,6,2,4,9026.0,2312,6714.0,0.561,2229,37,0.762,0.256,0.0,1.0,0.0
0,59,1,1,2.0838129496402877,2.0,0,48,3,1,2,7288.0,0,7288.0,0.64,14873,120,0.714,0.0,0.0,0.0,1.0
0,58,0,3,4.0,0.0,0,54,4,2,3,8886.0,0,8886.0,0.694,4148,79,0.756,0.0,0.0,0.0,1.0
0,57,0,2,1.0,0.0,0,36,4,2,2,1438.3,904,534.3,0.761,3887,79,0.837,0.629,0.0,1.0,0.0
0,42,0,3,5.0,1.0,0,36,4,4,3,4142.0,688,3454.0,0.717,4512,81,0.976,0.166,0.0,1.0,0.0
0,52,1,2,3.0,1.0,0,41,1,2,2,9298.0,1898,7400.0,0.655,8427,87,0.776,0.204,0.0,0.0,1.0
0,46,1,3,2.0,3.0,1,38,3,3,1,34516.0,1278,33238.0,0.51,4699,73,0.622,0.037,0.0,0.0,1.0
0,47,1,2,3.0,3.0,0,38,6,3,2,28904.0,1899,27005.0,0.85,1334,35,0.4,0.066,0.0,1.0,0.0
0,44,1,2,0.0,3.0,0,34,6,3,3,2558.0,2016,542.0,0.806,3792,78,0.5,0.788,0.0,1.0,0.0
0,61,1,1,3.0,1.3414549251653325,0,54,1,1,3,9070.0,2097,6973.0,0.801,8440,102,0.7,0.231,0.0,0.0,1.0
0,41,0,3,1.0,1.0,0,36,4,1,2,9797.0,1434,8363.0,0.644,1503,34,0.478,0.146,0.0,1.0,0.0
0,51,0,1,3.0,1.0,0,45,5,2,2,6778.0,865,5913.0,0.992,3158,71,0.775,0.128,0.0,1.0,0.0
0,53,0,1,2.0,1.3414549251653325,0,40,3,2,1,4941.0,1867,3074.0,0.73,5104,87,0.851,0.378,0.0,1.0,0.0
0,49,0,2,3.0,0.0,0,36,3,1,3,3252.0,2517,735.0,0.878,7418,90,0.579,0.774,0.0,0.0,0.0
0,61,0,1,0.0,0.0,0,36,3,2,4,6859.0,2489,4370.0,0.65,1617,26,1.0,0.363,0.0,1.0,0.0
0,44,0,3,0.0,0.0,0,36,5,3,1,1438.3,541,897.3,0.821,4173,70,1.188,0.376,0.0,0.0,1.0
0,64,1,1,3.0,0.0,0,52,6,4,3,1709.0,895,814.0,1.656,1673,32,0.882,0.524,0.0,1.0,0.0
0,39,1,4,0.0,3.0,0,27,6,4,2,1438.3,0,1438.3,0.797,4282,69,0.725,0.0,0.0,1.0,0.0
0,42,0,3,2.0,1.0,0,30,6,3,2,5424.0,1812,3612.0,0.513,1634,44,0.76,0.334,0.0,0.0,1.0
0,36,1,0,1.0,4.0,0,24,3,3,2,10097.0,2139,7958.0,1.408,3092,67,0.763,0.212,0.0,1.0,0.0
0,50,1,1,1.0,3.0,0,31,1,2,2,26840.0,769,26071.0,0.609,7969,93,0.661,0.029,0.0,0.0,0.0
0,50,1,2,1.0,4.0,0,38,5,6,0,10747.0,1027,9720.0,0.925,4538,63,0.658,0.096,0.0,1.0,0.0
0,36,0,2,3.0,0.0,0,26,3,3,2,1438.3,0,1438.3,0.61,4957,88,0.872,0.0,0.0,1.0,0.0
0,39,1,3,2.0,4.0,0,30,4,2,1,8842.0,0,8842.0,0.624,4493,79,0.756,0.0,0.0,0.0,1.0
0,39,1,3,1.0,3.0,0,27,1,3,1,19150.0,1093,18057.0,0.716,8327,85,0.545,0.057,0.0,1.0,0.0
0,42,1,3,1.0,2.0,0,36,4,4,3,3337.0,795,2542.0,0.524,3951,68,0.619,0.238,0.0,0.0,1.0
0,61,1,0,5.0,2.0,0,56,4,1,3,4783.0,2517,2266.0,1.024,2870,50,1.174,0.526,0.0,0.0,1.0
0,37,0,2,3.0,0.0,1,32,1,3,2,12033.0,1025,11008.0,0.684,12603,106,0.893,0.085,1.0,0.0,0.0
0,50,0,5,2.0838129496402877,1.3414549251653325,0,43,5,1,2,3410.0,2281,1129.0,0.518,1296,31,0.348,0.669,0.0,0.0,0.0
0,48,1,4,3.0,3.0,0,40,1,1,3,28307.0,1506,26801.0,0.818,9042,122,0.605,0.053,0.0,1.0,0.0
0,40,1,3,2.0838129496402877,1.0,0,36,1,3,1,8155.0,1178,6977.0,0.829,14955,102,0.925,0.144,0.0,0.0,1.0
0,39,0,2,1.0,1.3414549251653325,0,27,6,2,2,10723.0,1529,9194.0,1.426,2938,63,0.703,0.143,0.0,1.0,0.0
0,40,0,3,1.0,1.0,1,34,2,2,2,19000.0,1568,17432.0,0.688,8443,97,0.865,0.083,0.0,1.0,0.0
0,33,1,1,2.0,3.0,0,26,4,3,4,19136.0,1608,17528.0,0.728,2501,55,0.528,0.084,0.0,0.0,1.0
0,50,0,4,2.0838129496402877,1.3414549251653325,1,36,6,1,2,32156.0,1791,30365.0,0.906,1559,39,1.167,0.056,0.0,1.0,0.0
0,44,0,2,0.0,0.0,0,36,5,2,2,2097.0,1224,873.0,0.819,5059,79,0.681,0.584,0.0,0.0,1.0
0,59,0,1,0.0,0.0,0,54,5,3,0,2890.0,2001,889.0,1.334,1860,36,1.0,0.692,0.0,1.0,0.0
0,52,1,2,1.0,4.0,0,43,3,2,3,34516.0,761,33755.0,0.916,4313,82,0.547,0.022,0.0,0.0,1.0
0,53,1,1,2.0838129496402877,4.0,0,45,6,2,3,10001.0,0,10001.0,0.676,4167,74,0.644,0.0,0.0,0.0,1.0
0,49,1,2,4.0,2.0,0,36,4,2,5,18253.0,2517,15736.0,0.91,3737,73,0.587,0.138,0.0,0.0,0.0
0,41,1,1,0.0,2.0,0,25,3,2,0,7984.0,1503,6481.0,0.797,1734,39,1.167,0.188,0.0,1.0,0.0
0,37,1,2,3.0,0.0,0,36,6,3,2,2463.0,1751,712.0,0.854,2171,58,0.758,0.711,0.0,1.0,0.0
0,40,1,3,3.0,4.0,0,30,3,2,1,34516.0,0,34516.0,0.643,3734,80,0.86,0.0,1.0,0.0,0.0
0,50,1,4,1.0,3.0,0,45,4,2,2,1687.0,992,695.0,0.721,4342,82,0.783,0.588,1.0,0.0,0.0
0,54,0,4,2.0,0.0,0,41,1,5,2,2444.0,1313,1131.0,0.689,4609,61,0.794,0.537,0.0,1.0,0.0
0,38,1,1,0.0,2.0,0,25,6,2,3,9303.0,1599,7704.0,1.408,2261,37,0.542,0.172,0.0,1.0,0.0
0,43,1,5,0.0,4.0,0,31,4,3,4,34516.0,830,33686.0,0.54,3789,57,0.541,0.024,0.0,1.0,0.0
0,50,1,3,3.0,2.0,0,44,4,2,3,23090.0,839,22251.0,1.326,1198,24,1.0,0.036,0.0,0.0,1.0
0,55,1,2,3.0,0.0,2,46,3,5,3,15987.0,0,15987.0,0.82,15853,117,0.56,0.0,0.0,1.0,0.0
0,43,1,3,2.0838129496402877,2.0,1,30,4,3,4,25856.0,1281,24575.0,0.975,3303,70,0.795,0.05,0.0,1.0,0.0
0,33,0,1,2.0,0.0,1,17,4,3,2,13431.0,1583,11848.0,0.621,2338,71,0.69,0.118,0.0,0.0,1.0
0,31,1,0,1.0,1.0,0,25,3,2,3,4493.0,1388,3105.0,0.795,17744,104,0.763,0.309,0.0,0.0,1.0
0,44,0,4,3.0,1.0,0,40,6,5,3,1572.0,874,698.0,0.947,4996,80,0.739,0.556,0.0,0.0,1.0
0,57,1,1,3.0,3.0,0,47,5,3,1,14612.0,1976,12636.0,1.768,1827,24,3.0,0.135,0.0,1.0,0.0
0,31,0,0,4.0,1.3414549251653325,0,18,3,2,0,3934.0,1911,2023.0,0.723,4143,82,0.864,0.486,0.0,0.0,1.0
0,40,1,3,1.0,3.0,0,36,5,3,3,3624.0,0,3624.0,0.74,4749,82,0.864,0.0,0.0,0.0,1.0
0,42,0,2,1.0,0.0,0,30,6,1,1,3124.0,0,3124.0,0.879,4986,79,0.795,0.0,0.0,1.0,0.0
0,46,0,2,0.0,1.3414549251653325,0,40,5,2,3,20080.0,0,20080.0,0.56,4620,70,0.667,0.0,1.0,0.0,0.0
0,47,0,2,0.0,0.0,1,36,1,3,2,14767.0,948,13819.0,0.999,13090,104,0.625,0.064,0.0,0.0,0.0
0,44,0,3,1.0,0.0,0,33,3,3,3,5362.0,1984,3378.0,0.664,3851,87,0.642,0.37,0.0,0.0,1.0
0,47,1,1,3.0,2.0,0,37,6,3,0,2053.0,0,2053.0,0.865,1283,28,1.154,0.0,0.0,1.0,0.0
0,42,1,2,2.0838129496402877,3.0,0,30,4,2,1,29195.0,892,28303.0,0.565,4411,67,0.763,0.031,0.0,0.0,1.0
0,45,0,3,1.0,1.0,0,36,2,3,3,2853.0,2517,336.0,0.595,4971,65,0.757,0.882,0.0,0.0,1.0
0,50,1,2,2.0838129496402877,4.0,0,36,5,1,3,9697.0,0,9697.0,0.759,1812,50,0.923,0.0,0.0,0.0,1.0
